FullPracticeLoop.thisRepN,FullPracticeLoop.thisTrialN,FullPracticeLoop.thisN,FullPracticeLoop.thisIndex,likert_txt.started,likert_txt.stopped,likert_sld.response,likert_sld.rt,likert_sld.started,likert_sld.stopped,likert_bt.numClicks,likert_bt.timesOn,likert_bt.timesOff,practice_ms.x,practice_ms.y,practice_ms.leftButton,practice_ms.midButton,practice_ms.rightButton,practice_ms.time,practice_ms.clicked_name,practice_ms.started,practice_ms.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,10.897356747009326,None,8.971428571428572,32.182702778984094,10.897356747009326,None,1,[40.30058639301569],[40.30059036499006],[-0.17142857142857143],[-0.10666666666666667],[1],[0],[0],[3.4293705860036425],['blue_img'],51.166906558995834,None,3,01,2022-10-20_07h55.33.339,stroop,2022.1.4,59.68871023891,
