likert_sld.response,likert_sld.rt,likert_sld.started,likert_sld.stopped,likert_bt.numClicks,likert_bt.timesOn,likert_bt.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
None,None,11.02895322398399,None,1,[2.7460654609894846],[2.7460685989935882],,,,,,,
