ita_img.started,ita_img.stopped,eng_img.started,eng_img.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,participant,n_rep,session,Gender,ENG level,ITA level,lingua,rep,date,expName,psychopyVersion,frameRate,
12.002259007989778,None,12.002259007989778,None,[-0.39259258],[0.018518519],[1],[0],[0],[0.8340141230000881],['ita_img'],0.010350276323151775,None,1,2,001,,B1,B1,ITA,3,2023-10-18_09h22.43.996,stroopeng,2022.1.4,None,
